"center_id"	"patient_id"	"sex"	"weight"	"height"	"resting.bp.s"	"cholesterol"	"fasting.blood.sugar"	"physical_activity"	"dob"	"social_security_number"
"HOSPIT4224"	"PAT00510"	"M"	67.9	157	120	0	1	"High"	"1957-03-12"	177796753394
"HOSPIT4224"	"PAT00511"	"M"	57.5	183	110	198	0	"Low"	"1966-03-12"	273773488781
"HOSPIT4224"	"PAT00512"	"M"	63.4	191	136	195	0	"Intermediate"	"1964-03-12"	244421508862
"HOSPIT4224"	"PAT00513"	"M"	85	138	160	267	1	"Low"	"1961-03-12"	156605936992
"HOSPIT4224"	"PAT00514"	"M"	NA	142	123	161	0	"Intermediate"	"1989-03-12"	177269267430
"HOSPIT4224"	"PAT00515"	"M"	75.3	155	112	258	0	"Intermediate"	"1962-03-12"	229049135336
"HOSPIT4224"	"PAT00516"	"M"	61.2	168	122	0	0	"Low"	"1981-03-12"	203482712426
"HOSPIT4224"	"PAT00517"	"M"	82.1	171	130	0	1	"Low"	"1961-03-12"	263294906550
"HOSPIT4224"	"PAT00518"	"M"	95.7	152	150	195	1	"Low"	"1956-03-12"	246912404998
"HOSPIT4224"	"PAT00519"	"M"	101.6	168	150	235	0	"Low"	"1959-03-12"	161431921744
"HOSPIT4224"	"PAT00520"	"M"	92	166	102	0	1	"Low"	"1976-03-12"	239506230268
"HOSPIT4224"	"PAT00521"	"M"	85.1	195	96	305	0	"Intermediate"	"1961-03-12"	261594270035
"HOSPIT4224"	"PAT00522"	"M"	94	165	130	223	0	"Intermediate"	"1960-03-12"	187562276212
"HOSPIT4224"	"PAT00523"	"M"	48.9	201	120	282	0	"Low"	"1963-03-12"	217465173026
"HOSPIT4224"	"PAT00524"	"M"	101.1	173	144	349	0	"Low"	"1974-03-12"	242658471246
"HOSPIT4224"	"PAT00525"	"M"	46.6	184	124	160	0	"Low"	"1965-03-12"	256256052515
"HOSPIT4224"	"PAT00526"	"M"	93.8	183	150	160	0	"Intermediate"	"1969-03-12"	265469948853
"HOSPIT4224"	"PAT00527"	"M"	70.2	177	130	236	0	"Low"	"1979-03-12"	185712329560
"HOSPIT4224"	"PAT00528"	"M"	59.2	175	144	312	0	"Intermediate"	"1959-03-12"	168748287075
"HOSPIT4224"	"PAT00529"	"M"	80.5	146	139	283	0	"Intermediate"	"1963-03-12"	227865959222
"HOSPIT4224"	"PAT00530"	"M"	51.5	158	131	142	0	"Low"	"1975-03-12"	259211555691
"HOSPIT4224"	"PAT00531"	"M"	61.3	173	143	211	0	"Low"	"1952-03-12"	232248014917
"HOSPIT4224"	"PAT00532"	"M"	76.8	173	133	218	0	"Low"	"1974-03-12"	251638631470
"HOSPIT4224"	"PAT00533"	"M"	78.3	168	143	306	1	"Intermediate"	"1960-03-12"	175306376823
"HOSPIT4224"	"PAT00534"	"M"	95.1	NA	116	186	1	"Intermediate"	"1969-03-12"	232276516978
"HOSPIT4224"	"PAT00535"	"M"	96	192	110	252	0	"Low"	"1961-03-12"	207744165204
"HOSPIT4224"	"PAT00536"	"M"	98.8	184	125	222	0	"Low"	"1965-03-12"	155228522731
"HOSPIT4224"	"PAT00537"	"M"	54.9	188	130	0	0	"High"	"1968-03-12"	175646656101
"HOSPIT4224"	"PAT00538"	"M"	83.3	218	133	0	1	"Low"	"1962-03-12"	271088322786
"HOSPIT4224"	"PAT00539"	"M"	66.1	NA	150	258	1	"Low"	"1950-03-12"	195892430769
"HOSPIT4224"	"PAT00540"	"M"	69.8	172	130	202	1	"Low"	"1970-03-12"	180918065418
"HOSPIT4224"	"PAT00541"	"M"	NA	162	110	197	0	"Intermediate"	"1967-03-12"	238594222035
"HOSPIT4224"	"PAT00542"	"M"	NA	172	138	204	0	"Intermediate"	"1962-03-12"	171732632780
"HOSPIT4224"	"PAT00543"	"M"	85.6	172	104	113	0	"Low"	"1948-03-12"	150995247567
"HOSPIT4224"	"PAT00544"	"F"	49.7	195	138	274	0	"Intermediate"	"1970-03-12"	274520233098
"HOSPIT4224"	"PAT00545"	"M"	63.5	183	170	192	0	"Low"	"1954-03-12"	165150447619
"HOSPIT4224"	"PAT00546"	"F"	53.7	179	140	298	1	"Low"	"1963-03-12"	224934948739
"HOSPIT4224"	"PAT00547"	"M"	48.6	165	132	272	0	"Low"	"1976-03-12"	151298360874
"HOSPIT4224"	"PAT00548"	"M"	51.7	183	132	220	1	"Intermediate"	"1976-03-12"	196883126934
"HOSPIT4224"	"PAT00549"	"M"	100.1	181	142	200	1	"Low"	"1963-03-12"	167099071724
"HOSPIT4224"	"PAT00550"	"M"	69.3	153	112	261	0	"Low"	"1958-03-12"	191808033375
"HOSPIT4224"	"PAT00551"	"M"	57.4	171	139	181	1	"High"	"1956-03-12"	263570188599
"HOSPIT4224"	"PAT00552"	"M"	NA	NA	172	260	0	"Low"	"1969-03-12"	164321117557
"HOSPIT4224"	"PAT00553"	"M"	66.1	178	120	220	0	"Low"	"1962-03-12"	212185282921
"HOSPIT4224"	"PAT00554"	"M"	51.9	146	144	221	0	"Low"	"1953-03-12"	177591806134
"HOSPIT4224"	"PAT00555"	"M"	65.5	180	145	216	1	"Low"	"1950-03-12"	150831825529
"HOSPIT4224"	"PAT00556"	"M"	51.5	233	155	175	1	"High"	"1971-03-12"	227079466035
"HOSPIT4224"	"PAT00557"	"M"	62.9	189	150	219	0	"Low"	"1966-03-12"	233300110722
"HOSPIT4224"	"PAT00558"	"M"	72.6	175	160	310	1	"Low"	"1949-03-12"	150596661878
"HOSPIT4224"	"PAT00559"	"M"	99.5	151	137	208	1	"Low"	"1968-03-12"	153512117550
"HOSPIT4224"	"PAT00560"	"M"	80.3	167	137	232	0	"Low"	"1966-03-12"	185626063268
"HOSPIT4224"	"PAT00561"	"M"	93.2	206	134	273	0	"Low"	"1960-03-12"	233430119999
"HOSPIT4224"	"PAT00562"	"M"	84.6	183	133	203	0	"Intermediate"	"1970-03-12"	217872265459
"HOSPIT4224"	"PAT00563"	"M"	75.6	159	132	182	0	"Low"	"1970-03-12"	156760463431
"HOSPIT4224"	"PAT00564"	"M"	54.4	NA	140	274	0	"Low"	"1965-03-12"	185925642767
"HOSPIT4224"	"PAT00565"	"M"	55.8	201	135	204	1	"Low"	"1969-03-12"	205303431419
"HOSPIT4224"	"PAT00566"	"M"	83.1	184	144	270	1	"High"	"1967-03-12"	152906889557
"HOSPIT4224"	"PAT00567"	"M"	48	123	141	292	0	"Intermediate"	"1963-03-12"	222594844636
"HOSPIT4224"	"PAT00568"	"M"	79.1	119	150	171	0	"Low"	"1983-03-12"	168113699800
"HOSPIT4224"	"PAT00569"	"M"	78.3	162	130	221	0	"Low"	"1953-03-12"	231292249905
"HOSPIT4224"	"PAT00570"	"M"	51.8	207	110	289	0	"Low"	"1986-03-12"	228982149267
"HOSPIT4224"	"PAT00571"	"M"	70.5	207	158	217	0	"Low"	"1969-03-12"	202514661076
"HOSPIT4224"	"PAT00572"	"M"	54.6	183	128	223	0	"High"	"1968-03-12"	153821156932
"HOSPIT4224"	"PAT00573"	"M"	81.2	171	140	110	1	"Low"	"1955-03-12"	182617004288
"HOSPIT4224"	"PAT00574"	"M"	53.3	191	150	193	0	"Low"	"1960-03-12"	251310766540
"HOSPIT4224"	"PAT00575"	"M"	57.2	168	160	123	1	"Intermediate"	"1952-03-12"	255273585868
"HOSPIT4224"	"PAT00576"	"M"	92.1	161	142	210	1	"Low"	"1955-03-12"	225371314019
"HOSPIT4224"	"PAT00577"	"M"	79	189	137	282	1	"Low"	"1968-03-12"	244352944619
"HOSPIT4224"	"PAT00578"	"M"	49.4	164	139	170	0	"High"	"1962-03-12"	245063434971
"HOSPIT4224"	"PAT00579"	"M"	101.7	149	146	369	0	"High"	"1957-03-12"	157726959548
"HOSPIT4224"	"PAT00580"	"M"	62.8	NA	156	173	0	"Low"	"1967-03-12"	210337454665
"HOSPIT4224"	"PAT00581"	"M"	61.1	175	145	289	1	"Low"	"1955-03-12"	164569604614
"HOSPIT4224"	"PAT00582"	"M"	85.8	165	131	152	1	"Low"	"1973-03-12"	147758236368
"HOSPIT4224"	"PAT00583"	"M"	69.3	177	140	208	0	"Low"	"1976-03-12"	146835630110
"HOSPIT4224"	"PAT00584"	"M"	96.5	163	122	216	1	"Low"	"1955-03-12"	150853850318
"HOSPIT4224"	"PAT00585"	"M"	79	192	142	271	0	"Intermediate"	"1955-03-12"	242163083588
"HOSPIT4224"	"PAT00586"	"M"	60.2	161	141	244	1	"Low"	"1960-03-12"	256383377995
"HOSPIT4224"	"PAT00587"	"M"	NA	163	180	285	1	"Low"	"1967-03-12"	179293350589
"HOSPIT4224"	"PAT00588"	"M"	94.2	180	124	243	0	"High"	"1971-03-12"	163111125211
"HOSPIT4224"	"PAT00589"	"M"	75.7	172	118	240	0	"Low"	"1987-03-12"	197703603860
"HOSPIT4224"	"PAT00590"	"M"	77	198	140	219	0	"Low"	"1957-03-12"	219903670091
"HOSPIT4224"	"PAT00591"	"M"	88.7	156	140	237	1	"Low"	"1950-03-12"	262876984841
"HOSPIT4224"	"PAT00592"	"M"	49.7	164	136	165	0	"Low"	"1961-03-12"	232910939073
"HOSPIT4224"	"PAT00593"	"M"	72	184	100	213	0	"Low"	"1966-03-12"	273451013595
"HOSPIT4224"	"PAT00594"	"M"	66.7	167	190	287	1	"Low"	"1963-03-12"	195639559317
"HOSPIT4224"	"PAT00595"	"M"	59.5	186	130	258	1	"Intermediate"	"1960-03-12"	180692141002
"HOSPIT4224"	"PAT00596"	"M"	78.7	160	160	256	1	"Low"	"1966-03-12"	261365282689
"HOSPIT4224"	"PAT00597"	"M"	59.1	151	130	186	1	"Low"	"1964-03-12"	202395770406
"HOSPIT4224"	"PAT00598"	"M"	48.3	174	122	264	0	"Intermediate"	"1967-03-12"	203317211834
"HOSPIT4224"	"PAT00599"	"M"	94.2	152	133	185	0	"Intermediate"	"1969-03-12"	271500855721
"HOSPIT4224"	"PAT00600"	"M"	76.2	132	120	226	0	"Low"	"1969-03-12"	250867200201
"HOSPIT4224"	"PAT00601"	"M"	NA	182	130	203	1	"High"	"1968-03-12"	237782969218
"HOSPIT4224"	"PAT00602"	"M"	73.2	176	130	207	0	"Intermediate"	"1967-03-12"	205004260305
"HOSPIT4224"	"PAT00603"	"M"	90.5	196	140	284	0	"High"	"1963-03-12"	234310984339
"HOSPIT4224"	"PAT00604"	"M"	60.1	188	120	337	0	"Low"	"1963-03-12"	203433609744
"HOSPIT4224"	"PAT00605"	"M"	NA	175	150	219	0	"Low"	"1966-03-12"	199326799436
"HOSPIT4224"	"PAT00606"	"M"	67.1	163	155	310	0	"Low"	"1950-03-12"	161479679560
"HOSPIT4224"	"PAT00607"	"M"	78.4	179	134	254	1	"Low"	"1956-03-12"	235886808785
"HOSPIT4224"	"PAT00608"	"F"	63.9	159	114	258	1	"Low"	"1973-03-12"	238355886832
"HOSPIT4224"	"PAT00609"	"M"	76.8	163	160	254	1	"High"	"1962-03-12"	176778122269
"HOSPIT4224"	"PAT00610"	"M"	68.6	172	144	300	1	"Low"	"1971-03-12"	192003405782
"HOSPIT4224"	"PAT00611"	"M"	96.1	177	158	170	0	"High"	"1962-03-12"	231333763801
"HOSPIT4224"	"PAT00612"	"M"	88.9	170	134	310	0	"Low"	"1978-03-12"	218486003027
"HOSPIT4224"	"PAT00613"	"F"	71.7	199	127	333	1	"Low"	"1970-03-12"	216891609005
"HOSPIT4224"	"PAT00614"	"M"	72.8	178	135	139	0	"Low"	"1962-03-12"	199803390599
"HOSPIT4224"	"PAT00615"	"M"	95	190	122	223	1	"Low"	"1969-03-12"	160455407354
"HOSPIT4224"	"PAT00616"	"M"	77.3	155	140	385	1	"Intermediate"	"1966-03-12"	214057689839
"HOSPIT4224"	"PAT00617"	"M"	84.4	187	120	254	0	"Intermediate"	"1962-03-12"	193448283889
"HOSPIT4224"	"PAT00618"	"M"	57.5	164	130	322	0	"Low"	"1954-03-12"	182579410531
"HOSPIT4224"	"PAT00619"	"F"	71.4	185	115	564	0	"Low"	"1957-03-12"	251817170416
"HOSPIT4224"	"PAT00620"	"M"	46.3	189	124	261	0	"Low"	"1967-03-12"	170618616994
"HOSPIT4224"	"PAT00621"	"M"	84.6	155	128	263	0	"Intermediate"	"1960-03-12"	234148977727
"HOSPIT4224"	"PAT00622"	"F"	87.3	207	120	269	0	"Intermediate"	"1950-03-12"	200440948288
"HOSPIT4224"	"PAT00623"	"M"	NA	156	120	177	0	"Low"	"1959-03-12"	239205862755
"HOSPIT4224"	"PAT00624"	"M"	99.3	204	130	256	1	"Low"	"1968-03-12"	171137676986
"HOSPIT4224"	"PAT00625"	"M"	50.8	188	110	239	0	"Low"	"1965-03-12"	179793120021
"HOSPIT4224"	"PAT00626"	"M"	61.9	171	140	293	0	"Low"	"1964-03-12"	203452274448
"HOSPIT4224"	"PAT00627"	"F"	97.9	202	150	407	0	"Low"	"1961-03-12"	180767807447
"HOSPIT4224"	"PAT00628"	"M"	84.8	176	135	234	0	"Low"	"1965-03-12"	223816306947
"HOSPIT4224"	"PAT00629"	"M"	63.8	181	142	226	0	"Low"	"1971-03-12"	265766353175
"HOSPIT4224"	"PAT00630"	"M"	70.5	181	140	235	0	"High"	"1980-03-12"	271003966139
"HOSPIT4224"	"PAT00631"	"M"	80.7	NA	134	234	0	"High"	"1963-03-12"	161765131367
"HOSPIT4224"	"PAT00632"	"F"	51.5	159	128	303	0	"Low"	"1967-03-12"	221136247440
"HOSPIT4224"	"PAT00633"	"F"	NA	173	112	149	0	"Low"	"1953-03-12"	167059098430
"HOSPIT4224"	"PAT00634"	"M"	51.5	160	140	311	0	"Low"	"1978-03-12"	219346845125
"HOSPIT4224"	"PAT00635"	"M"	67.4	179	140	203	1	"Low"	"1971-03-12"	161545676594
"HOSPIT4224"	"PAT00636"	"M"	94.2	168	110	211	0	"Low"	"1960-03-12"	193268085854
"HOSPIT4224"	"PAT00637"	"M"	99.6	178	140	199	0	"Low"	"1984-03-12"	227907366926
"HOSPIT4224"	"PAT00638"	"M"	69.8	170	120	229	0	"Low"	"1957-03-12"	226713640764
"HOSPIT4224"	"PAT00639"	"M"	83.3	175	130	245	0	"Low"	"1976-03-12"	240838052329
"HOSPIT4224"	"PAT00640"	"M"	69.6	167	115	303	0	"Low"	"1981-03-12"	173943243328
"HOSPIT4224"	"PAT00641"	"M"	NA	141	112	204	0	"Low"	"1977-03-12"	233556171338
"HOSPIT4224"	"PAT00642"	"F"	83.3	167	132	288	1	"Intermediate"	"1970-03-12"	215256849034
"HOSPIT4224"	"PAT00643"	"F"	78	156	130	275	0	"Low"	"1976-03-12"	160953120137
"HOSPIT4224"	"PAT00644"	"F"	NA	182	138	243	0	"Average"	"1978-03-12"	214475978081
"HOSPIT4224"	"PAT00645"	"F"	65.6	177	120	295	0	"Intermediate"	"1973-03-12"	208052661809
"HOSPIT4224"	"PAT00646"	"M"	101.4	206	112	230	0	"Low"	"1966-03-12"	164976850577
"HOSPIT4224"	"PAT00647"	"F"	72.6	158	110	265	1	"High"	"1953-03-12"	229591449911
"HOSPIT4224"	"PAT00648"	"M"	84.7	174	128	229	0	"Low"	"1967-03-12"	158458338091
"HOSPIT4224"	"PAT00649"	"M"	89.8	184	160	228	0	"Intermediate"	"1958-03-12"	256472435921
"HOSPIT4224"	"PAT00650"	"F"	59.6	162	120	215	0	"Low"	"1987-03-12"	194134782631
"HOSPIT4224"	"PAT00651"	"M"	81	138	170	326	0	"High"	"1965-03-12"	203625987772
"HOSPIT4224"	"PAT00652"	"M"	NA	157	144	200	0	"Low"	"1974-03-12"	238992560415
"HOSPIT4224"	"PAT00653"	"M"	49.4	174	130	256	1	"Low"	"1976-03-12"	268027112266
"HOSPIT4224"	"PAT00654"	"M"	54.9	173	140	207	0	"High"	"1963-03-12"	149452548781
"HOSPIT4224"	"PAT00655"	"M"	79.7	195	160	273	0	"Low"	"1965-03-12"	210746527488
"HOSPIT4224"	"PAT00656"	"M"	47.2	159	130	180	0	"Low"	"1982-03-12"	175347503413
"HOSPIT4224"	"PAT00657"	"M"	62	176	122	222	0	"Intermediate"	"1976-03-12"	199797090086
"HOSPIT4224"	"PAT00658"	"M"	59.7	160	152	223	0	"Low"	"1984-03-12"	271913388152
"HOSPIT4224"	"PAT00659"	"F"	62.3	177	124	209	0	"Intermediate"	"1962-03-12"	222279651038
"HOSPIT4224"	"PAT00660"	"M"	46.6	164	130	233	0	"High"	"1980-03-12"	162631652707
"HOSPIT4224"	"PAT00661"	"M"	92.3	163	101	197	1	"Low"	"1978-03-12"	220620208525
"HOSPIT4224"	"PAT00662"	"M"	73.9	200	126	218	1	"Low"	"1965-03-12"	190329643566
"HOSPIT4224"	"PAT00663"	"M"	75.8	190	140	211	1	"Low"	"1966-03-12"	219056661672
"HOSPIT4224"	"PAT00664"	"M"	49.6	181	118	149	0	"Low"	"1975-03-12"	259343427218
"HOSPIT4224"	"PAT00665"	"M"	61.7	164	110	197	0	"Low"	"1980-03-12"	269788847260
"HOSPIT4224"	"PAT00666"	"M"	53.3	146	160	246	0	"Low"	"1958-03-12"	170208991688
"HOSPIT4224"	"PAT00667"	"F"	60.6	190	150	225	0	"Low"	"1959-03-12"	252312751650
"HOSPIT4224"	"PAT00668"	"M"	75.1	197	136	315	0	"Low"	"1982-03-12"	243602341859
"HOSPIT4224"	"PAT00669"	"M"	92.4	175	128	205	1	"Low"	"1972-03-12"	219089669687
"HOSPIT4224"	"PAT00670"	"F"	55.4	153	140	417	1	"Low"	"1959-03-12"	147247964788
"HOSPIT4224"	"PAT00671"	"F"	73.9	176	140	195	0	"Low"	"1961-03-12"	174600817974
"HOSPIT4224"	"PAT00672"	"F"	85.1	206	130	234	0	"Low"	"1979-03-12"	252003414434
"HOSPIT4224"	"PAT00673"	"F"	77.9	146	105	198	0	"Low"	"1983-03-12"	189213502281
"HOSPIT4224"	"PAT00674"	"M"	46.1	159	138	166	0	"Low"	"1963-03-12"	200393815669
"HOSPIT4224"	"PAT00675"	"F"	67.3	174	120	178	1	"Low"	"1964-03-12"	152450409632
"HOSPIT4224"	"PAT00676"	"F"	69.4	176	174	249	0	"Low"	"1965-03-12"	163817217144
"HOSPIT4224"	"PAT00677"	"M"	61.7	185	120	281	0	"Low"	"1962-03-12"	167502168919
"HOSPIT4224"	"PAT00678"	"M"	48.5	179	150	126	1	"High"	"1967-03-12"	222551454756
"HOSPIT4224"	"PAT00679"	"F"	70.2	189	130	305	0	"High"	"1973-03-12"	195037642742
"HOSPIT4224"	"PAT00680"	"M"	94.6	154	120	226	0	"Low"	"1980-03-12"	172778969391
"HOSPIT4224"	"PAT00681"	"F"	57.2	201	150	240	0	"Low"	"1964-03-12"	239813764792
"HOSPIT4224"	"PAT00682"	"M"	55.1	175	145	233	1	"Low"	"1961-03-12"	163160425566
"HOSPIT4224"	"PAT00683"	"M"	76.9	165	150	276	0	"Low"	"1967-03-12"	163434723756
"HOSPIT4224"	"PAT00684"	"M"	NA	153	140	261	0	"Low"	"1973-03-12"	238203445972
"HOSPIT4224"	"PAT00685"	"F"	76.6	164	136	319	1	"Low"	"1966-03-12"	181672383875
"HOSPIT4224"	"PAT00686"	"F"	59.2	168	118	242	0	"Intermediate"	"1980-03-12"	235857545124
"HOSPIT4224"	"PAT00687"	"M"	75.4	178	108	243	0	"Low"	"1977-03-12"	246617562722
"HOSPIT4224"	"PAT00688"	"M"	58	166	120	260	0	"Low"	"1963-03-12"	265176977319
"HOSPIT4224"	"PAT00689"	"F"	70.3	180	120	354	0	"Low"	"1967-03-12"	149635232228
"HOSPIT4224"	"PAT00690"	"M"	NA	169	156	245	0	"Low"	"1954-03-12"	270720807004
"HOSPIT4224"	"PAT00691"	"F"	83.1	175	140	197	0	"Low"	"1948-03-12"	146704674777
"HOSPIT4224"	"PAT00692"	"F"	86.6	170	106	223	0	"High"	"1957-03-12"	151178492392
"HOSPIT4224"	"PAT00693"	"M"	53.8	159	142	309	0	"Low"	"1979-03-12"	252728904252
"HOSPIT4224"	"PAT00694"	"M"	100	177	104	208	0	"Low"	"1979-03-12"	188237650076
"HOSPIT4224"	"PAT00695"	"F"	94.8	165	94	199	0	"Low"	"1985-03-12"	163874898358
"HOSPIT4224"	"PAT00696"	"F"	101	172	120	209	0	"Intermediate"	"1982-03-12"	204553712368
"HOSPIT4224"	"PAT00697"	"M"	96.8	173	120	236	0	"Low"	"1968-03-12"	210394841912
"HOSPIT4224"	"PAT00698"	"M"	60.2	178	146	218	0	"Low"	"1966-03-12"	269116539455
"HOSPIT4224"	"PAT00699"	"M"	58	152	120	198	0	"Low"	"1989-03-12"	176830071842
"HOSPIT4224"	"PAT00700"	"M"	95.8	133	150	270	0	"Low"	"1966-03-12"	222412916062
"HOSPIT4224"	"PAT00701"	"M"	61.1	172	130	214	0	"Low"	"1983-03-12"	257056456068
"HOSPIT4224"	"PAT00702"	"M"	88.6	156	110	201	0	"Low"	"1967-03-12"	152616316970
"HOSPIT4224"	"PAT00703"	"M"	83.2	166	148	244	0	"Low"	"1982-03-12"	189984578515
"HOSPIT4224"	"PAT00704"	"M"	87.7	166	128	208	1	"Low"	"1962-03-12"	248787823834
"HOSPIT4224"	"PAT00705"	"M"	73.8	NA	178	270	0	"Low"	"1965-03-12"	245463462516
"HOSPIT4224"	"PAT00706"	"F"	91.2	156	126	306	0	"High"	"1983-03-12"	178685007966
"HOSPIT4224"	"PAT00707"	"M"	78	159	150	243	0	"Low"	"1974-03-12"	234383824232
"HOSPIT4224"	"PAT00708"	"M"	99.7	178	140	221	0	"Low"	"1965-03-12"	265301816823
"HOSPIT4224"	"PAT00709"	"F"	64	180	130	330	0	"High"	"1963-03-12"	168741939506
"HOSPIT4224"	"PAT00710"	"M"	67.1	192	124	266	0	"High"	"1970-03-12"	148604102966
"HOSPIT4224"	"PAT00711"	"M"	97.5	201	110	206	0	"Low"	"1970-03-12"	230156348690
"HOSPIT4224"	"PAT00712"	"M"	92	165	125	212	0	"Low"	"1972-03-12"	151113384003
"HOSPIT4224"	"PAT00713"	"M"	61.8	189	110	275	0	"Low"	"1977-03-12"	219437472437
"HOSPIT4224"	"PAT00714"	"M"	NA	187	120	302	0	"Low"	"1958-03-12"	201400080468
"HOSPIT4224"	"PAT00715"	"M"	94.3	183	100	234	0	"Low"	"1966-03-12"	223079582321
"HOSPIT4224"	"PAT00716"	"F"	100.1	180	140	313	0	"Low"	"1960-03-12"	211084969538
"HOSPIT4224"	"PAT00717"	"F"	99.8	159	120	244	0	"High"	"1974-03-12"	219694756738
"HOSPIT4224"	"PAT00718"	"F"	94.2	169	108	141	0	"Intermediate"	"1980-03-12"	176779781743
"HOSPIT4224"	"PAT00719"	"M"	65	170	120	237	0	"Low"	"1957-03-12"	174231213012
"HOSPIT4224"	"PAT00720"	"F"	58.8	184	130	269	0	"Intermediate"	"1975-03-12"	235954362389
"HOSPIT4224"	"PAT00721"	"M"	75	185	165	289	1	"Low"	"1967-03-12"	254087029915
"HOSPIT4224"	"PAT00722"	"M"	82.1	164	130	254	0	"Intermediate"	"1961-03-12"	218235196207
"HOSPIT4224"	"PAT00723"	"M"	NA	NA	124	274	0	"Intermediate"	"1976-03-12"	241745610758
"HOSPIT4224"	"PAT00724"	"M"	71.4	162	100	222	0	"Low"	"1973-03-12"	211653974486
"HOSPIT4224"	"PAT00725"	"F"	76.3	186	150	258	0	"Low"	"1964-03-12"	256084246162
"HOSPIT4224"	"PAT00726"	"M"	77.7	172	140	177	0	"Low"	"1965-03-12"	167502152536
"HOSPIT4224"	"PAT00727"	"F"	59.4	158	112	160	0	"Intermediate"	"1979-03-12"	203648872065
"HOSPIT4224"	"PAT00728"	"F"	50.1	161	180	327	0	"Low"	"1969-03-12"	263679647562
"HOSPIT4224"	"PAT00729"	"M"	69.5	166	110	235	0	"Low"	"1983-03-12"	190805710438
"HOSPIT4224"	"PAT00730"	"F"	60	171	158	305	0	"Low"	"1964-03-12"	164935629979
"HOSPIT4224"	"PAT00731"	"F"	54.1	184	135	304	1	"Low"	"1970-03-12"	232575580247
"HOSPIT4224"	"PAT00732"	"M"	72.9	124	120	295	0	"Intermediate"	"1982-03-12"	242973827801
"HOSPIT4224"	"PAT00733"	"F"	97.3	178	134	271	0	"Low"	"1975-03-12"	249378247529
"HOSPIT4224"	"PAT00734"	"M"	97.4	177	120	249	0	"Low"	"1978-03-12"	154765487409
"HOSPIT4224"	"PAT00735"	"F"	59.8	199	200	288	1	"Low"	"1968-03-12"	160846459159
"HOSPIT4224"	"PAT00736"	"F"	80.5	197	150	226	0	"Low"	"1958-03-12"	173169990794
"HOSPIT4224"	"PAT00737"	"M"	65.1	186	130	283	1	"Low"	"1968-03-12"	180857597766
"HOSPIT4224"	"PAT00738"	"M"	74.6	155	120	188	0	"Low"	"1975-03-12"	173646360843
"HOSPIT4224"	"PAT00739"	"M"	92	197	122	286	0	"Low"	"1970-03-12"	166149836051
"HOSPIT4224"	"PAT00740"	"M"	101.8	155	152	274	0	"Low"	"1967-03-12"	151137412007
"HOSPIT4224"	"PAT00741"	"F"	48.6	190	160	360	0	"Low"	"1959-03-12"	203779218494
"HOSPIT4224"	"PAT00742"	"M"	77	170	125	273	0	"Intermediate"	"1970-03-12"	271933270399
"HOSPIT4224"	"PAT00743"	"F"	101.3	168	160	201	0	"Low"	"1970-03-12"	176433641101
"HOSPIT4224"	"PAT00744"	"M"	63.3	184	120	267	0	"Low"	"1962-03-12"	274297214789
"HOSPIT4224"	"PAT00745"	"F"	58.2	190	136	196	0	"Intermediate"	"1972-03-12"	251510429760
"HOSPIT4224"	"PAT00746"	"M"	99.9	191	134	201	0	"High"	"1972-03-12"	261327917135
"HOSPIT4224"	"PAT00747"	"M"	50.8	160	117	230	1	"Low"	"1964-03-12"	155483457220
"HOSPIT4224"	"PAT00748"	"F"	66.9	184	108	269	0	"Low"	"1961-03-12"	186794984715
"HOSPIT4224"	"PAT00749"	"M"	67.6	173	112	212	0	"High"	"1958-03-12"	171144268523
"HOSPIT4224"	"PAT00750"	"M"	79.2	179	140	226	0	"Low"	"1982-03-12"	263237396890
"HOSPIT4224"	"PAT00751"	"M"	91.4	177	120	246	0	"Low"	"1960-03-12"	197197886833
"HOSPIT4224"	"PAT00752"	"M"	63.9	181	150	232	0	"Low"	"1970-03-12"	229139916609
"HOSPIT4224"	"PAT00753"	"F"	64.6	162	142	177	0	"Intermediate"	"1978-03-12"	256837489754
"HOSPIT4224"	"PAT00754"	"F"	58.8	193	152	277	0	"Low"	"1957-03-12"	270841785922
"HOSPIT4224"	"PAT00755"	"M"	61.5	200	125	249	1	"Low"	"1968-03-12"	239038158748
"HOSPIT4224"	"PAT00756"	"F"	76.8	195	118	210	0	"Low"	"1990-03-12"	214603195236
"HOSPIT4224"	"PAT00757"	"M"	65.3	174	132	207	0	"High"	"1967-03-12"	262743402881
"HOSPIT4224"	"PAT00758"	"M"	101.5	172	145	212	0	"Low"	"1960-03-12"	250987950473
"HOSPIT4224"	"PAT00759"	"M"	81.4	162	138	271	0	"Low"	"1965-03-12"	259893827760
"HOSPIT4224"	"PAT00760"	"M"	64.4	165	140	233	0	"Low"	"1974-03-12"	161397094973
"HOSPIT4224"	"PAT00761"	"M"	84.5	NA	125	213	0	"Low"	"1973-03-12"	270720587845
"HOSPIT4224"	"PAT00762"	"M"	75.4	147	192	283	0	"Intermediate"	"1970-03-12"	249092088711
"HOSPIT4224"	"PAT00763"	"M"	101.6	173	123	282	0	"Intermediate"	"1971-03-12"	198354871693
"HOSPIT4224"	"PAT00764"	"M"	100.8	161	112	230	0	"Low"	"1972-03-12"	201156416315
"HOSPIT4224"	"PAT00765"	"M"	95	183	110	167	0	"Intermediate"	"1984-03-12"	162415900046
